Date,Load.1,Load.7,Net_demand,Temp,Temp_s95,Temp_s99,Temp_s95_min,Temp_s95_max,Temp_s99_min,Temp_s99_max,Wind,Wind_weighted_ratio,Nebulosity,Nebulosity_weighted_ratio,WeekDays,BH_before,BH,BH_after,Year,DLS,Summer_break,Christmas_break,Holiday,Holiday_zone_a,Holiday_zone_b,Holiday_zone_c,BH_Holiday,Solar_power.1,Solar_power.7,Wind_power.1,Wind_power.7,Net_demand.1,Net_demand.7,Net_demand.1_trend,x_dayofyear,y_dayofyear,x_dayofweek,y_dayofweek,lundi_vendredi,flag_temp,GovernmentResponseIndex_Average,ContainmentHealthIndex_Average
2014-02-13,1.6377685620684792,1.6082350403798313,65445.3958333333,-0.9471168711755118,-0.9179827965997868,-1.0294911677124372,-0.7955094700905254,-1.0128974390966914,-0.9943399511672343,-1.0702208427707396,1.8248269386438591,0.34039719290995374,0.6869624208253925,0.003580762594495904,3,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.8396034747447672,-1.03728753797272,0.5764462656615569,0.9812722287904558,65829.8125,64690.25,1.3311508024970715,0.7396888608649668,0.6729490241558329,-0.9009688679024191,-0.433883739117558,0,1,-0.5720775068880822,-0.5800062301768002
2014-02-14,1.59060087147738,1.2916286560866477,64322.3125,-0.7366773491204661,-0.9137112524556403,-1.0103743175653874,-0.9733016993661382,-0.7302374621352323,-1.011585195548948,-0.966497950745081,1.9076187766056816,1.1180813365667917,1.405187932553752,-0.7041838866372977,4,0,0,0,0.1,0,0,0,0,0,0,0,0,-1.201068447012261,-1.090981588138447,0.6386496843380306,1.0179498379877139,65445.3958333333,61265.1875,1.3420471197839017,0.7280278011569848,0.6855476064742154,-0.2225209339563146,-0.9749279121818236,1,1,-0.5720775068880822,-0.5800062301768002
2014-02-15,1.4845399790056908,0.9328764518545811,54803.5833333333,-0.5933025872558068,-0.5364996222880702,-0.8220253382482681,-0.4884736210924185,-0.6731118461331304,-0.8378705391461939,-0.8493240599167298,2.154880821819726,1.0424579405197576,1.1133716571514491,-0.08128253517767159,5,0,0,0,0.1,0,0,0,1,0,0,1,11,-1.2008997746033634,-1.3403075205572055,0.6352016590358033,1.2830222113479495,64322.3125,56987.7291666667,1.3861596640304334,0.7161521883143933,0.6979441547663435,0.6234898018587334,-0.7818314824680299,0,1,-0.5720775068880822,-0.5800062301768002
2014-02-16,0.6343984151005669,0.746166777835102,55196.75,-0.9395505390023543,-0.8467868106432548,-0.8351745955409061,-0.7604467803836804,-0.8861577632301672,-0.8032225831781713,-0.8667501841191935,-0.09602019830188774,1.0092672323091147,0.20731160047899053,0.6447453944134981,6,0,0,0,0.1,0,0,0,1,0,0,1,11,-1.301287969965567,-1.0591868390612549,0.8543379975761735,0.9021500360869239,54803.5833333333,55701.5833333333,1.3546437038672747,0.7040655221348058,0.7101350157125358,1,0,0,1,-0.5720775068880822,-0.5800062301768002
2014-02-17,0.42572220768754043,1.3628743706100197,62370.1875,-0.999649074399107,-1.0021392226483221,-0.9148034231639813,-1.0342011069397736,-0.9735084122484047,-0.9022116211634521,-0.9324777809593953,-0.2540124796342462,1.101800530959449,-0.2559753077402511,-0.7416548225585072,0,0,0,0,0.1,0,0,0,1,0,0,1,1,-1.1273586043240225,-1.3265888313002026,-0.2911793857659521,-0.22692625935313976,55196.75,65185.7916666667,1.347359251071334,0.691771364614222,0.7221165966101161,0.6234898018587336,0.7818314824680297,1,1,-0.5720775068880822,-0.5800062301768002
2014-02-18,1.1008659359359616,1.6166810025347034,65516.6458333333,-0.9042825290786838,-0.9588828508256274,-0.9435394790166794,-0.9700103367191162,-0.9471864762243587,-0.9289609249762961,-0.9751716708548498,-0.5186947880939272,0.3774155947623639,0.9469588414268649,-0.30867268454257,1,0,0,0,0.1,0,0,0,1,0,0,1,1,-0.6484976354638198,-1.0924715277503747,-0.42764128387329137,0.24517528057944182,62370.1875,66586.9166666667,1.3067317126544207,0.6792733388972932,0.733885366432199,-0.22252093395631434,0.9749279121818236,0,1,-0.5720775068880822,-0.5800062301768002
2014-02-19,1.3231154530192506,1.6377685620684792,64249.25,-0.7102425638049461,-0.7672532995841375,-0.8859120243664058,-0.7227668940441483,-0.8038606688532085,-0.8696754245765445,-0.9012445181596199,-0.21300960345154,-0.15300618803426497,0.8984903251878184,-0.6107764004398846,2,0,0,0,0.1,0,0,0,1,0,0,1,1,-1.1763298270406177,-0.8396034747447672,-0.5880656550507795,0.5764462656615569,65516.6458333333,65829.8125,1.291288324016013,0.6665751282095633,0.7454378568683001,-0.900968867902419,0.43388373911755823,0,1,-0.5720775068880822,-0.5800062301768002
2014-02-20,1.2116498479475322,1.59060087147738,61149.3125,-0.5752692432303448,-0.6242910193609692,-0.7945842362996185,-0.5696867475338528,-0.6610005556874272,-0.7825191190958902,-0.8025088486885394,0.6098962922247285,1.057699193512074,0.7042015913004829,-0.6780735200155945,3,0,0,0,0.1,0,0,0,1,0,0,1,1,-1.0893229761176204,-1.201068447012261,-0.5822118287190391,0.6386496843380306,64249.25,65445.3958333333,1.2684817219910185,0.653680474772006,0.7567706633464625,-0.9009688679024191,-0.433883739117558,0,1,-0.5720775068880822,-0.5800062301768002
2014-02-21,1.0988462493337057,1.4845399790056908,61317.0416666667,-0.9273656493121213,-0.7616086411663416,-0.7704642965348256,-0.7844222713344441,-0.7457306253517184,-0.7668134127572862,-0.8040894713291247,0.8256083208906487,1.5222450409146362,0.040339090638524144,0.5957686751679587,4,0,0,0,0.1,0,0,0,1,0,0,1,1,-1.0295567192315809,-1.2008997746033634,0.1900763573619652,0.6352016590358033,61149.3125,64322.3125,1.2064917261195862,0.6405931786981752,0.7678804460366,-0.2225209339563146,-0.9749279121818236,1,1,-0.5720775068880822,-0.5800062301768002
2014-02-22,1.112341427994213,0.6343984151005669,57920.6041666667,-0.9651112770864192,-0.9973351437115211,-0.8789148834397842,-1.0041492360137714,-0.9940464083887228,-0.857591691352209,-0.8973643234321442,0.14374295483317243,0.19889475649642946,-0.054591995022452926,-0.7144961976174847,5,0,0,0,0.1,0,0,0,1,0,1,1,11,-1.039227270675042,-1.301287969965567,0.18314556594841774,0.8543379975761735,61317.0416666667,54803.5833333333,1.1631274074841922,0.6273170968742938,0.7787639308347607,0.6234898018587334,-0.7818314824680299,0,1,-0.5720775068880822,-0.5800062301768002
2014-02-23,0.6863926488194901,0.42572220768754043,52487.3333333333,-0.7485832663499384,-0.8318951898429281,-0.8779173955479506,-0.9049277406741101,-0.7501539112134795,-0.8807296104664034,-0.8847571338676061,-0.012490489779129886,2.111466224661323,-0.2875827765885666,-1.042594381131845,6,0,0,0,0.1,0,0,0,1,0,1,1,11,-0.8659163705327882,-1.1273586043240225,-0.34843223914703453,-0.2911793857659521,57920.6041666667,55196.75,1.208104213937242,0.613856141822612,0.7894179103280197,1,0,0,1,-0.5720775068880822,-0.5800062301768002
2014-02-24,0.2185519754876056,1.1008659359359616,57571.2083333333,-0.6117203317772764,-0.6813877015759104,-0.8122175249198131,-0.7692384221615562,-0.6060008370560285,-0.8246665858799588,-0.8039824296018373,0.7901125091560371,0.20482110557875535,-0.6058551397781864,-0.2289507008972836,0,0,0,0,0.1,0,0,0,1,0,1,1,1,-0.6087190590321423,-0.6484976354638198,-0.24306336517565863,-0.42764128387329137,52487.3333333333,62370.1875,1.1690088996826313,0.6002142805483683,0.7998392447397193,0.6234898018587336,0.7818314824680297,1,1,-0.5720775068880822,-0.5800062301768002
2014-02-25,0.8296751543400467,1.3231154530192506,60043.7708333333,-0.7140159956443539,-0.6349672003252934,-0.736757792129927,-0.5293783982077357,-0.727438783876614,-0.7034432168069945,-0.7798408214767572,1.2318453236544185,0.6058546669260875,0.9846373773055546,-0.2295487960852507,1,0,0,0,0.1,0,0,0,1,0,1,1,1,-0.5872695510340016,-1.1763298270406177,0.348242575948576,-0.5880656550507795,57571.2083333333,65516.6458333333,1.0997624080188064,0.5863955333706957,0.8100248628547752,-0.22252093395631434,0.9749279121818236,0,1,-0.5720775068880822,-0.5800062301768002
2014-02-26,1.057350870051061,1.2116498479475322,63750.8958333333,-1.040697724772965,-0.9302079461240851,-0.811738458610372,-0.852712534284699,-0.92566037005008,-0.8055087995834577,-0.8090628981712965,-0.28152944076358977,0.03183409329852532,0.14785526803353397,0.3305905156389837,2,0,0,0,0.1,0,0,0,1,0,1,1,1,-1.1805466372630569,-1.0893229761176204,0.5131050854873692,-0.5822118287190391,60043.7708333333,64249.25,1.0207919895396012,0.572403972737815,0.819971762924777,-0.900968867902419,0.43388373911755823,0,1,-0.5720775068880822,-0.5800062301768002
2014-02-27,1.1374898467601777,1.0988462493337057,64368.6666666667,-1.0565710455642618,-1.0711010970892874,-0.9267600311419774,-1.0377610600172682,-1.1165683080805564,-0.8940795066261474,-0.9348715371863502,1.0720313619967186,1.0942145269518977,0.5178823763517839,-0.14410643113823646,3,0,0,0,0.1,0,0,0,1,0,1,1,1,-1.0452151411909056,-1.0295567192315809,-0.7178312622059361,0.1900763573619652,63750.8958333333,61149.3125,1.0136010273684346,0.5582437220268649,0.8296770135526188,-0.9009688679024191,-0.433883739117558,0,1,-0.5720775068880822,-0.5800062301768002
2014-02-28,1.405285835982087,1.112341427994213,64707.8958333333,-1.1088076422367739,-1.0573081708849208,-0.9805741322340535,-0.9478702385592604,-1.1633461662420308,-0.9622417247005393,-1.0096982991184218,1.4345610751254159,0.32244587584415635,1.013524408779898,-0.5293271243029982,4,0,0,0,0.1,0,0,0,1,0,1,1,1,-1.1080175014371016,-1.039227270675042,0.23477909345912062,0.18314556594841774,64368.6666666667,61317.0416666667,1.060054444589628,0.5439189543287247,0.8391377545563938,-0.2225209339563146,-0.9749279121818236,1,1,-0.5720775068880822,-0.5800062301768002
2014-03-01,1.413054011627312,0.6863926488194901,60661.25,-1.2151294379848057,-1.1786126439718358,-1.069218986760791,-1.1146968084378919,-1.223266634981003,-1.0508486569949178,-1.087700431439372,-0.229935224538653,-1.36338979389881,0.24391455389724245,-0.5169740061280211,5,0,0,0,0.1,0,0,0,1,1,1,1,11,-1.1834421802824648,-0.8659163705327882,0.1512013919897365,-0.34843223914703453,64707.8958333333,57920.6041666667,1.1089825075444033,0.5294338912181854,0.8483511978123038,0.6234898018587334,-0.7818314824680299,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-02,0.852313614417519,0.2185519754876056,56211.0208333333,-1.1587037158628082,-1.2525292601651468,-1.1625416167940754,-1.3809952206395384,-1.1478645950945365,-1.1647493670243914,-1.1779782666513026,0.2540867408353996,0.6850165867115677,-0.2800354014072659,0.1107400516532578,6,0,0,0,0.1,0,0,0,1,1,1,1,11,-0.9121326105707225,-0.6087190590321423,-0.7389363037283927,-0.24306336517565863,60661.25,52487.3333333333,1.1485284405981686,0.514792801509831,0.8573146280763322,1,0,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-03,0.5548962061209838,0.8296751543400467,62525.75,-1.0664804863549662,-1.0381768899242176,-1.115697605970303,-0.9281562059614403,-1.1259331947618287,-1.07991093223596,-1.1600987775661613,1.639434056967052,0.2837652683499004,0.9800204183713547,-0.2587684535919116,0,0,0,0,0.1,0,0,0,1,1,1,0,1,-0.6938142893209667,-0.5872695510340016,-0.2735918511639049,0.348242575948576,56211.0208333333,57571.2083333333,1.2022590959047097,0.5000000000000001,0.8660254037844386,0.6234898018587336,0.7818314824680297,1,1,-0.5720775068880822,-0.5800062301768002
2014-03-04,1.2570498244428556,1.057350870051061,65243.2708333333,-1.0189107561757473,-1.0608849419867263,-1.1128048102970665,-1.0619436962800908,-1.0497900308957215,-1.099084619892113,-1.136108065704129,0.25590270914921914,-1.874161022190462,0.5771362702543072,-0.587422679488144,1,0,0,0,0.1,0,0,0,1,1,1,0,1,-1.0917968381147845,-1.1805466372630569,0.33893203911232883,0.5131050854873692,62525.75,60043.7708333333,1.2737502644019492,0.48505984619519626,0.8744809578310396,-0.22252093395631434,0.9749279121818236,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-05,1.2925466954513112,1.1374898467601777,63213.4375,-0.9362675419100541,-0.9894079662117844,-1.082160083858652,-1.11417363669187,-0.8795021588028946,-1.0973491883006556,-1.0759412236683359,-0.9096543089928532,-0.9772517359597975,-1.5213499798175232,1.1813342118291925,2,0,0,0,0.1,0,0,0,1,1,1,0,1,-0.8817153528328602,-1.0452151411909056,-0.7010427662129669,-0.7178312622059361,65243.2708333333,63750.8958333333,1.348776039864138,0.46997674302731995,0.8826787983255474,-0.900968867902419,0.43388373911755823,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-06,1.071951602499642,1.405285835982087,62403.1666666667,-0.8736316253883453,-0.9107863762127247,-1.0281564759264057,-1.0774797164032925,-0.771749636835534,-1.0540868968428518,-1.0117204943640596,-1.0666322198601774,0.5232181915898618,-2.2410695860379226,1.2921201682734214,3,0,0,0,0.1,0,0,0,1,1,1,0,1,-0.5396758196567375,-1.1080175014371016,-0.9413709982985223,0.23477909345912062,63213.4375,64368.6666666667,1.34102082720197,0.4547551355561058,0.8906165093267404,-0.9009688679024191,-0.433883739117558,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-07,1.0271161225498289,1.413054011627312,61023.7083333333,-0.77713294228515,-0.8397617191996449,-0.9675000692532458,-1.0416742988944694,-0.6905042034278044,-1.0011387411756139,-0.9427834823359796,-1.3070401164027619,0.27903332993608504,-1.3195438555242744,-0.5635260110925925,4,0,0,0,0.1,0,0,0,1,1,1,0,1,-0.41066953891824526,-1.1834421802824648,-0.8427939525043334,0.1512013919897365,62403.1666666667,64707.8958333333,1.3126597998587766,0.4393995096591417,0.8982917515547528,-0.2225209339563146,-0.9749279121818236,1,1,-0.5720775068880822,-0.5800062301768002
2014-03-08,0.8738797263860678,0.852313614417519,51074.0833333333,-0.44774574258415867,-0.5719530660454111,-0.8320342462070759,-0.7889815864154588,-0.3664255629579476,-0.8827433219085343,-0.7648064191603419,-0.6207003482980933,1.750202526396458,-2.4442836776169683,0.9913723398852967,5,0,0,0,0.1,0,0,0,1,1,1,0,11,-0.4409462363153592,-0.9121326105707225,-0.9397208098667255,-0.7389363037283927,61023.7083333333,60661.25,1.2594991066891248,0.42391439070986076,0.9057022630804714,0.6234898018587334,-0.7818314824680299,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-09,0.10479517855472432,0.5548962061209838,46243.7916666667,-0.2458085629358027,-0.3127763595952106,-0.6400159537262312,-0.5374900523780926,-0.10963406713396256,-0.699541196101497,-0.5682013814389391,-0.710784158364879,1.94329653632139,-2.8495487566656807,1.8120846304595315,6,0,0,0,0.1,0,0,0,1,1,1,0,11,-0.357256609434015,-0.6938142893209667,-0.23740061329391451,-0.2735918511639049,51074.0833333333,56211.0208333333,1.1211618408651183,0.40830434224389334,0.9128458599921356,1,0,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-10,-0.36190087548421346,1.2570498244428556,54494.7708333333,-0.3826421825131696,-0.35342110498605867,-0.5255626719927698,-0.5528565525686924,-0.24823365899294877,-0.5630672841820329,-0.5048591889284023,-0.7106742843909483,0.3268769216364983,-2.0734001337807912,1.4661175290398363,0,0,0,0,0.1,0,0,0,1,1,0,0,1,-0.3358352135040235,-1.0917968381147845,-0.30547522870667926,0.33893203911232883,46243.7916666667,62525.75,0.9773404931512015,0.3925739646141717,0.9197204370389467,0.6234898018587336,0.7818314824680297,1,1,-0.5720775068880822,-0.5800062301768002
2014-03-11,0.31804790986434495,1.2925466954513112,54985.7708333333,-0.4916096913610408,-0.4254060748766498,-0.4815622350836997,-0.45808474627484863,-0.43737635846009887,-0.4759718087135308,-0.5083603602141484,0.09701480706741084,0.8722578808011187,-0.44471964262912417,0.22465242665849397,1,0,0,0,0.1,0,0,0,1,1,0,0,1,-0.4066214011047036,-0.8817153528328602,-0.6999744863334351,-0.7010427662129669,54494.7708333333,65243.2708333333,0.8614581122107542,0.37672789363518505,0.926323968251495,-0.22252093395631434,0.9749279121818236,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-12,0.468539954310348,1.071951602499642,56377.8541666667,-0.4883564663602846,-0.4872354493750271,-0.49457599425008597,-0.621644813193375,-0.37133467978056567,-0.5086961539656475,-0.4997575948039962,-1.0215671432773912,-0.05852803351764896,-2.3529070622426245,1.7574653033468506,2,0,0,0,0.1,0,0,0,1,1,0,0,1,-0.5862575165806162,-0.5396758196567375,-0.1800087966764673,-0.9413709982985223,54985.7708333333,63213.4375,0.7134483243843464,0.3607707992167834,0.9326545075388224,-0.900968867902419,0.43388373911755823,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-13,0.46711601665750246,1.0271161225498289,57054.0416666667,-0.5279285633725855,-0.531042382682941,-0.5153799029605728,-0.7426231482520381,-0.3662824514902564,-0.5430868294985699,-0.5137193210738028,-1.8882258460650376,0.016156685039724637,-2.3794971639441562,1.1471845118824606,3,0,0,0,0.1,0,0,0,1,1,0,0,1,-0.44957664123728447,-0.41066953891824526,-0.8089129784388561,-0.8427939525043334,56377.8541666667,62403.1666666667,0.6148148134083395,0.3447073839879338,0.9387101892619443,-0.9009688679024191,-0.433883739117558,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-14,0.44568272740554604,0.8738797263860678,55560.9791666667,-0.4530922447789145,-0.4904589387211795,-0.5120030576134412,-0.683929149255356,-0.35073877556686334,-0.5383877319286323,-0.5072581744767547,-1.4249926936665236,0.3318077507929211,-2.0998240167807762,0.7254050939127117,4,0,0,0,0.1,0,0,0,1,1,0,0,1,-0.41030408203230095,-0.4409462363153592,-1.19824454071341,-0.9397208098667255,57054.0416666667,61023.7083333333,0.5376300358010347,0.32854238191083485,0.9444892287836613,-0.2225209339563146,-0.9749279121818236,1,1,-0.5720775068880822,-0.5800062301768002
2014-03-15,0.33021876790944843,0.10479517855472432,49395.625,-0.5080285119928735,-0.46904039106349926,-0.4886766431616582,-0.462278602253488,-0.5186100554533224,-0.471983461801866,-0.525844913240835,0.6307621583641508,0.39777052067469937,0.461843496187869,-0.6726871872631023,5,0,0,0,0.1,0,0,0,1,1,0,0,11,-0.42911105562438007,-0.357256609434015,-1.08340011106261,-0.23740061329391451,55560.9791666667,51074.0833333333,0.4588060158242905,0.3122805568857947,0.949989922994501,0.6234898018587334,-0.7818314824680299,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-16,-0.12044284965183015,-0.36190087548421346,45238.9166666667,-0.31988549226263974,-0.37885354291070317,-0.46106212967399884,-0.46298666299256963,-0.28420790669045837,-0.4709014560756909,-0.4559305875000992,-0.09264544519259689,1.4601118576508627,-1.271353760849649,1.6749326217179572,6,0,0,0,0.1,0,0,0,1,1,0,0,11,-0.8841048786255766,-0.3358352135040235,-0.3764159608694029,-0.30547522870667926,49395.625,46243.7916666667,0.4345868335876701,0.2959267013472893,0.9552106508146316,1,0,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-17,-0.481703059297139,0.31804790986434495,54022.4166666667,-0.46492582053246356,-0.42316683078182643,-0.4431024612484766,-0.48117504651548104,-0.39607474080770777,-0.4409390923924685,-0.46629039695057944,-1.0921772156289218,-0.0066833708916814154,-0.6936436052561255,-0.5027961609104363,0,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.4750180629126684,-0.4066214011047036,-0.37625094202622467,-0.6999744863334351,45238.9166666667,54494.7708333333,0.42008706897230935,0.2794856348516095,0.9601498736716018,0.6234898018587336,0.7818314824680297,1,1,-0.5720775068880822,-0.5800062301768002
2014-03-18,0.19425518472800327,0.468539954310348,55631.4791666667,-0.42731228150440165,-0.4478500212434448,-0.4496688452284345,-0.4665573000436427,-0.4553420878493264,-0.43822458076681176,-0.4802419415501741,-0.04880131971499878,1.6189468172488721,0.73788214154224,-0.60652354809164,1,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.4470746671719713,-0.5862575165806162,-1.0409989535676993,-0.1800087966764673,54022.4166666667,54985.7708333333,0.41327127175200856,0.2629622026565149,0.9648061359537645,-0.22252093395631434,0.9749279121818236,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-19,0.4187372954151459,0.46711601665750246,54498.1666666667,-0.34881188787240325,-0.3439316764836123,-0.41328834896108735,-0.34053147954760243,-0.3312077345948608,-0.40362760872409387,-0.42975803389455386,-0.4905982154862337,0.08220179724413665,-0.2577804060888111,-0.2940426718790439,2,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.8963055162025001,-0.44957664123728447,-0.5748554623941307,-0.8089129784388561,55631.4791666667,56377.8541666667,0.42258846925767984,0.2463612742933148,0.9691780654392536,-0.900968867902419,0.43388373911755823,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-20,0.32596258115286675,0.44568272740554604,51838,-0.16133947315377037,-0.31155233070311916,-0.3943945165595109,-0.5806690957406258,-0.09514112627110652,-0.44194035812917054,-0.34698592628585734,0.4939324429159875,0.5959758434346916,-1.0930270701026943,0.9623951145695643,3,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.423741650607807,-0.41030408203230095,-0.6609084465112103,-1.19824454071341,54498.1666666667,57054.0416666667,0.39546566662010274,0.22968774213179574,0.9732643737003824,-0.9009688679024191,-0.433883739117558,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-21,0.23858085983915295,0.33021876790944843,51545.3125,-0.2694670844373091,-0.1515724333551272,-0.27757237334508666,-0.03151311207491562,-0.18766213852261093,-0.24229862272622463,-0.326527716497929,0.938736171752778,0.6838207697285517,0.9847513494359481,-0.16043388293015978,4,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.4015050047014768,-0.42911105562438007,0.052676457409183385,-1.08340011106261,51838,55560.9791666667,0.32020120448244255,0.21294651993841582,0.9770638564833508,-0.2225209339563146,-0.9749279121818236,1,1,-0.5720775068880822,-0.5800062301768002
2014-03-22,0.17258945572202217,-0.12044284965183015,49000.3541666667,-0.703712085176154,-0.5003891310306074,-0.3529614271707732,-0.5753705141653734,-0.4713801913793802,-0.39440250061979826,-0.349218572686144,1.2747844374405275,-0.11105317971627164,0.723647067100397,0.4611347634694255,5,0,0,0,0.1,0,0,0,0,0,0,0,10,-0.9352969547259893,-0.8841048786255766,0.04617992610926815,-0.3764159608694029,51545.3125,49395.625,0.2622574588022168,0.19614254142819698,0.9805753940631429,0.6234898018587334,-0.7818314824680299,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-23,-0.06015305597181333,-0.481703059297139,49869.625,-1.0843958145466117,-0.9739116569956917,-0.5997839471473307,-0.9329387523166583,-0.9727475669754605,-0.6462794269917148,-0.5327900486946179,1.2221350509962339,-0.8792417810160417,-0.09310607167250853,0.12345881509298787,6,0,0,0,0.1,0,0,0,0,0,0,0,10,-1.1499044829799974,-0.4750180629126684,0.1385644226830804,-0.37625094202622467,49000.3541666667,45238.9166666667,0.25655392946508515,0.17928075881073577,0.9837979515735163,1,0,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-24,-0.028017771658213113,0.19425518472800327,59388.3333333333,-1.0800048571339138,-1.1134461498615642,-0.8148468681166888,-1.1826838876187449,-1.088674669358151,-0.7914812692273975,-0.780662278037011,-0.45366875240559085,-1.364341209317409,0.08165103996994472,0.2117901238682962,0,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.6636781522646011,-0.4470746671719713,-0.23115595285990223,-1.0409989535676993,49869.625,54022.4166666667,0.3233723704012429,0.162366141330764,0.9867305793119814,0.6234898018587336,0.7818314824680297,1,1,-0.5720775068880822,-0.5800062301768002
2014-03-25,0.7174575382994076,0.4187372954151459,60530.1875,-1.0008494675002102,-1.0114520270221914,-0.8978101571553856,-0.9715472609244299,-1.0542157634464135,-0.8650770806768695,-0.9194377162629223,0.026101717836986914,0.150372139641924,1.1070350665400668,-0.21199050096070335,1,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.6870392808969146,-0.8963055162025001,-0.8774479095720695,-0.5748554623941307,59388.3333333333,55631.4791666667,0.4007994420393131,0.14540367380368976,0.989372413019683,-0.22252093395631434,0.9749279121818236,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-26,0.8579761593497601,0.32596258115286675,60137.875,-1.0099039849402587,-0.9950454461914993,-0.9459797339498788,-0.9923090606739228,-0.9948923652698609,-0.9244013592108448,-0.9825829199463454,0.11107825923036826,-1.0426487801518203,0.5887887261131235,0.30214540874525186,2,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.8948999127950211,-0.423741650607807,-0.6644433238361662,-0.6609084465112103,60530.1875,54498.1666666667,0.4714849678536069,0.12839835514655099,0.9917226741361015,-0.900968867902419,0.43388373911755823,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-27,0.8303353613725077,0.23858085983915295,61152.3125,-1.060702517945241,-1.0875273432919021,-1.0148272523459818,-1.2077450186539485,-0.9982142359538397,-1.015668365585135,-1.0299395821157313,-1.0546439445458478,-0.5705867498260875,0.11083131391780587,0.20631155508169163,3,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.746271408488111,-0.4015050047014768,-0.6697152416156428,0.052676457409183385,60137.875,51838,0.5528626947675225,0.11135519690480875,0.9937806700284985,-0.9009688679024191,-0.433883739117558,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-28,0.8464889476400357,0.17258945572202217,58386.0625,-0.5994773686947832,-0.8035926821908708,-0.9619562236437549,-1.0570294999763505,-0.5553814084675618,-1.0111436345046978,-0.8946227507761707,-0.6520297381536879,-0.5222218669166386,-0.20541979624331907,0.27007882174801795,4,0,0,0,0.1,0,0,0,0,0,0,0,0,-0.5591293708162566,-0.9352969547259893,-1.0786145646103984,0.04617992610926815,61152.3125,51545.3125,0.6872628328980471,0.09427922177542451,0.9955457941960382,-0.2225209339563146,-0.9749279121818236,1,1,-0.5720775068880822,-0.5800062301768002
2014-03-29,0.6573357262903744,-0.06015305597181333,48256.1458333333,-0.0847145984718603,-0.2849845051359025,-0.7152787613787828,-0.49387627379472804,-0.07717016512215755,-0.7858936437825926,-0.5915739417152779,0.432611936478472,-0.5028373780579491,0.335118532211992,0.5969509367780867,5,0,0,0,0.1,0,0,0,0,0,0,0,10,-0.40774588383068694,-1.1499044829799974,-0.8132295239683476,0.1385644226830804,58386.0625,49000.3541666667,0.785970895883521,0.07717546212664653,0.9970175264485267,0.6234898018587334,-0.7818314824680299,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-30,-0.15670735783116116,-0.028017771658213113,45062.4375,0.006059839353514614,0.004107965590686384,-0.4294894438610142,-0.017341249513449102,-0.0025408620564743257,-0.460462465459945,-0.37970579633974744,-0.5553969485119843,-0.3525292608011862,0.8172868588196243,0.09567234932722454,6,0,0,0,0.1,1,0,0,0,0,0,0,10,-0.575715491024518,-0.6636781522646011,-0.15790495689266132,-0.23115595285990223,48256.1458333333,49869.625,0.775232400390923,0.0600489585149486,0.998195433059714,1,0,0,1,-0.5720775068880822,-0.5800062301768002
2014-03-31,-0.5771771999465716,0.7174575382994076,51645.1666666667,-0.026548273335891763,-0.012626729004945365,-0.2703819649347659,-0.08772770616455144,0.013063651513803842,-0.29498258642191255,-0.24982808962150693,-1.0705681318167808,-0.18453044045375605,0.6128851726372805,-0.46477283101789957,0,0,0,0,0.1,1,0,0,0,0,0,0,0,-0.9182329293591842,-0.6870392808969146,-0.5902716964280252,-0.8774479095720695,45062.4375,59388.3333333333,0.7058674672281882,0.042904758199554374,0.9990791668951153,0.6234898018587336,0.7818314824680297,1,1,-0.5720775068880822,-0.5800062301768002
